Date,CPIAUCSL,DTWEXBGS,RIFSPFF_N.D,PCEPI,Close,High,Low,Volume,US3Y,US10Y,HIGH,CLOSE,sen_svc_positive,sen_svc_neutral,sen_svc_negative,sen_trans_positive,sen_trans_neutral,sen_trans_negative
2013-04-22,231.8642,91.6539,0.13,95.44,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,1,1,1,1,2,0
2013-04-23,231.8674,91.6539,0.13,95.44233333333334,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,1,2,0,2,1,0
2013-04-24,231.8706,91.6539,0.13,95.44466666666666,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,0,3,0,0,3,0
2013-04-25,231.8738,91.6539,0.13,95.447,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,0,2,1,2,1,0
2013-04-26,231.877,91.6539,0.13,95.44933333333333,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,1,0,2,1,2,0
2013-04-27,231.8802,91.6539,0.13,95.45166666666667,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,0,1,0,0,1,0
2013-04-28,231.8834,91.6539,0.13,95.454,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,0,2,0,0,2,0
2013-04-29,231.8866,91.6539,0.13,95.45633333333333,1593.6099853515625,1596.6500244140625,1582.3399658203125,2891200000.0,0.32,1.7,13.94,13.71,2,1,0,0,2,1
2013-04-30,231.8898,91.3741,0.14,95.45866666666666,1597.5699462890625,1597.5699462890625,1586.5,3745070000.0,0.32,1.7,14.28,13.52,0,2,1,3,0,0
2013-05-01,231.893,91.4331,0.14,95.461,1582.699951171875,1597.550048828125,1581.280029296875,3530320000.0,0.3,1.66,14.67,14.49,2,0,1,0,3,0
2013-05-02,231.9108064516129,91.6174,0.15,95.46783870967742,1597.5899658203125,1598.5999755859375,1582.77001953125,3366950000.0,0.3,1.66,14.48,13.59,1,2,1,2,2,0
2013-05-03,231.9286129032258,91.5087,0.14,95.47467741935483,1614.4200439453125,1618.4599609375,1597.5999755859375,3603910000.0,0.34,1.78,13.15,12.85,2,2,0,1,2,1
2013-05-04,231.9464193548387,91.5087,0.14,95.48151612903226,1614.4200439453125,1618.4599609375,1597.5999755859375,3603910000.0,0.34,1.78,13.15,12.85,1,1,0,1,1,0
2013-05-05,231.96422580645162,91.5087,0.14,95.48835483870968,1614.4200439453125,1618.4599609375,1597.5999755859375,3603910000.0,0.34,1.78,13.15,12.85,1,1,0,1,1,0
2013-05-06,231.98203225806452,91.6387,0.14,95.49519354838709,1617.5,1619.77001953125,1614.2099609375,3062240000.0,0.34,1.8,13.19,12.66,1,1,1,1,2,0
2013-05-07,231.99983870967742,91.5201,0.12,95.50203225806452,1625.9599609375,1626.030029296875,1616.6400146484375,3309580000.0,0.35,1.82,12.96,12.83,2,1,1,2,2,0
2013-05-08,232.01764516129032,91.1848,0.12,95.50887096774194,1632.68994140625,1632.780029296875,1622.699951171875,3554700000.0,0.35,1.81,13.04,12.66,2,2,0,1,3,0
