year,month,day,positive,neutral,negative
2019,9,24,6,17,0
2019,9,25,6,16,1
2019,9,26,6,13,0
2019,9,27,11,12,0
2019,9,28,3,11,0
2019,9,29,6,6,0
2019,9,30,11,9,0
2019,10,1,8,12,0
2019,10,2,11,10,1
2019,10,3,7,15,0
2019,10,4,5,14,1
2019,10,5,5,6,0
2019,10,6,2,8,0
2019,10,7,13,8,0
2019,10,8,4,17,1
2019,10,9,13,10,2
2019,10,10,8,13,3
2019,10,11,9,15,0
2019,10,12,1,11,0
2019,10,13,5,7,0
2019,10,14,3,16,0
2019,10,15,11,11,1
2019,10,16,11,13,0
2019,10,17,8,12,2
2019,10,18,5,16,1
2019,10,19,4,8,0
2019,10,20,3,7,0
2019,10,21,8,10,1
2019,10,22,6,15,0
2019,10,23,10,11,2
2019,10,24,4,18,3
2019,10,25,5,16,1
2019,10,26,2,12,1
2019,10,27,4,9,0
2019,10,28,7,14,0
2019,10,29,9,12,2
2019,10,30,8,16,0
2019,10,31,9,8,3
2019,11,1,8,13,0
2019,11,2,4,11,0
2019,11,3,3,8,0
2019,11,4,9,10,1
2019,11,5,10,14,0
2019,11,6,8,15,0
2019,11,7,4,20,0
2019,11,8,6,14,0
2019,11,9,3,11,0
2019,11,10,3,9,0
2019,11,11,5,14,0
2019,11,12,5,15,3
2019,11,13,10,13,0
2019,11,14,4,18,1
2019,11,15,9,15,0
2019,11,16,5,9,0
2019,11,17,3,9,0
2019,11,18,6,13,0
2019,11,19,4,18,1
2019,11,20,11,13,1
2019,11,21,7,17,1
2019,11,22,11,10,0
2019,11,23,3,11,0
2019,11,24,3,8,0
2019,11,25,8,12,0
2019,11,26,7,15,0
2019,11,27,8,11,1
2019,11,28,5,11,0
2019,11,29,4,9,0
2019,11,30,5,6,0
2019,12,1,3,7,0
2019,12,2,6,9,1
2019,12,3,6,16,0
2019,12,4,11,13,0
2019,12,5,7,16,0
2019,12,6,4,16,0
2019,12,7,4,8,0
2019,12,8,2,8,0
2019,12,9,7,10,0
2019,12,10,8,11,1
2019,12,11,10,11,1
2019,12,12,5,13,2
2019,12,13,6,13,1
2019,12,14,4,7,0
2019,12,15,2,7,0
2019,12,16,4,11,1
2019,12,17,7,12,1
2019,12,18,8,13,0
2019,12,19,7,15,0
2019,12,20,4,15,2
2019,12,21,3,10,0
2019,12,22,0,9,1
2019,12,23,3,13,0
2019,12,24,6,7,0
2019,12,25,3,6,0
2019,12,26,4,7,1
2019,12,27,3,11,0
2019,12,28,3,5,0
2019,12,29,2,5,0
2019,12,30,7,5,1
2019,12,31,1,12,0
2020,1,1,2,7,0
2020,1,2,4,10,1
2020,1,3,8,13,0
2020,1,4,4,10,0
2020,1,5,6,11,0
2020,1,6,7,10,2
2020,1,7,6,13,2
2020,1,8,7,16,0
2020,1,9,4,18,0
2020,1,10,9,14,0
2020,1,11,4,9,0
2020,1,12,3,8,0
2020,1,13,6,13,0
2020,1,14,2,20,0
2020,1,15,9,10,1
2020,1,16,7,14,2
2020,1,17,9,13,0
2020,1,18,3,9,0
2020,1,19,5,5,0
2020,1,20,3,15,0
2020,1,21,2,19,2
2020,1,22,3,18,1
2020,1,23,7,14,2
2020,1,24,14,8,1
2020,1,25,4,11,0
2020,1,26,5,6,0
2020,1,27,6,12,0
2020,1,28,4,15,2
2020,1,29,6,12,2
2020,1,30,6,12,3
2020,1,31,10,11,0
2020,2,1,6,8,0
2020,2,2,3,7,0
2020,2,3,2,16,0
2020,2,4,5,12,2
2020,2,5,6,16,0
2020,2,6,6,15,2
2020,2,7,7,13,0
2020,2,8,4,7,1
2020,2,9,2,7,0
2020,2,10,3,12,1
2020,2,11,5,11,1
2020,2,12,5,15,0
2020,2,13,6,15,0
2020,2,14,6,14,1
2020,2,15,7,7,0
2020,2,16,4,6,0
2020,2,17,9,10,0
2020,2,18,8,11,2
2020,2,19,4,18,1
2020,2,20,6,15,2
2020,2,21,8,12,1
2020,2,22,4,10,0
2020,2,23,0,10,0
2020,2,24,7,9,0
2020,2,25,6,15,1
2020,2,26,6,15,0
2020,2,27,12,10,1
2020,2,28,7,15,0
2020,2,29,4,9,2
2020,3,1,3,8,0
2020,3,2,3,13,1
2020,3,3,5,17,0
2020,3,4,7,13,0
2020,3,5,9,12,0
2020,3,6,6,13,0
2020,3,7,3,8,1
2020,3,8,4,5,0
2020,3,9,8,10,0
2020,3,10,6,13,0
2020,3,11,9,13,0
2020,3,12,3,19,1
2020,3,13,4,15,1
2020,3,14,5,9,0
2020,3,15,6,5,0
2020,3,16,8,10,0
2020,3,17,8,9,0
2020,3,18,7,11,2
2020,3,19,10,10,1
2020,3,20,8,11,0
2020,3,21,3,7,1
2020,3,22,3,5,0
2020,3,23,6,10,1
2020,3,24,7,12,1
2020,3,25,4,15,1
2020,3,26,4,16,1
2020,3,27,8,11,0
2020,3,28,5,7,0
2020,3,29,5,4,1
2020,3,30,7,9,0
2020,3,31,6,11,1
2020,4,1,4,13,0
2020,4,2,8,10,1
2020,4,3,5,11,1
2020,4,4,3,9,1
2020,4,5,2,7,0
2020,4,6,6,10,0
2020,4,7,5,12,1
2020,4,8,6,13,0
2020,4,9,4,12,1
2020,4,10,4,12,1
2020,4,11,6,5,1
2020,4,12,0,9,0
2020,4,13,5,9,1
2020,4,14,4,14,1
2020,4,15,11,9,0
2020,4,16,10,9,0
2020,4,17,8,10,0
2020,4,18,3,9,0
2020,4,19,5,4,0
2020,4,20,3,13,1
2020,4,21,4,13,0
2020,4,22,8,8,2
2020,4,23,3,18,0
2020,4,24,8,10,0
2020,4,25,5,5,1
2020,4,26,2,8,0
2020,4,27,2,11,3
2020,4,28,7,12,1
2020,4,29,11,10,0
2020,4,30,10,9,1
2020,5,1,3,16,1
2020,5,2,2,10,0
2020,5,3,5,4,0
2020,5,4,8,8,1
2020,5,5,5,10,2
2020,5,6,6,12,1
2020,5,7,9,11,1
2020,5,8,5,14,0
2020,5,9,3,9,0
2020,5,10,4,5,0
2020,5,11,3,10,2
2020,5,12,5,11,2
2020,5,13,6,10,3
2020,5,14,11,9,0
2020,5,15,8,12,0
2020,5,16,4,7,0
2020,5,17,4,5,0
2020,5,18,6,10,0
2020,5,19,3,14,1
2020,5,20,5,13,0
2020,5,21,7,12,0
2020,5,22,4,12,2
2020,5,23,4,6,0
2020,5,24,2,6,0
2020,5,25,6,7,0
2020,5,26,5,10,3
2020,5,27,8,14,0
2020,5,28,6,16,1
2020,5,29,9,13,2
2020,5,30,9,9,0
2020,5,31,11,5,0
2020,6,1,9,17,0
2020,6,2,15,17,1
2020,6,3,12,20,0
2020,6,4,15,19,0
2020,6,5,13,17,1
2020,6,6,8,13,0
2020,6,7,6,11,0
2020,6,8,10,13,0
2020,6,9,17,13,0
2020,6,10,11,17,1
2020,6,11,4,23,1
2020,6,12,9,12,2
2020,6,13,7,10,0
2020,6,14,6,8,0
2020,6,15,7,16,0
2020,6,16,10,16,1
2020,6,17,4,22,2
2020,6,18,8,17,1
2020,6,19,10,13,0
2020,6,20,9,7,1
2020,6,21,4,7,0
2020,6,22,4,15,1
2020,6,23,7,17,0
2020,6,24,6,16,0
2020,6,25,9,16,0
2020,6,26,11,11,0
2020,6,27,8,7,0
2020,6,28,4,8,0
2020,6,29,3,17,0
2020,6,30,5,18,1
2020,7,1,7,16,0
2020,7,2,9,11,2
2020,7,3,4,15,0
2020,7,4,0,12,0
2020,7,5,3,9,0
2020,7,6,7,10,2
2020,7,7,7,16,0
2020,7,8,10,12,1
2020,7,9,11,12,0
2020,7,10,6,13,1
2020,7,11,4,8,0
2020,7,12,3,7,0
2020,7,13,6,11,0
2020,7,14,9,8,1
2020,7,15,3,19,0
2020,7,16,6,14,1
2020,7,17,5,16,1
2020,7,18,7,5,0
2020,7,19,3,8,0
2020,7,20,6,11,1
2020,7,21,7,11,0
2020,7,22,11,8,2
2020,7,23,6,15,0
2020,7,24,12,6,0
2020,7,25,5,6,0
2020,7,26,4,5,0
2020,7,27,8,7,0
2020,7,28,7,13,1
2020,7,29,9,12,0
2020,7,30,4,16,1
2020,7,31,7,12,2
2020,8,1,4,7,0
2020,8,2,4,6,0
2020,8,3,2,14,0
2020,8,4,10,9,1
2020,8,5,5,15,0
2020,8,6,5,13,2
2020,8,7,7,12,2
2020,8,8,6,6,0
2020,8,9,2,8,0
2020,8,10,9,8,0
2020,8,11,4,13,3
2020,8,12,5,13,1
2020,8,13,6,14,0
2020,8,14,7,9,1
2020,8,15,5,7,0
2020,8,16,8,2,0
2020,8,17,8,7,2
2020,8,18,5,14,2
2020,8,19,7,12,1
2020,8,20,8,13,1
2020,8,21,8,12,0
2020,8,22,1,8,1
2020,8,23,2,8,0
2020,8,24,6,10,0
2020,8,25,9,12,0
2020,8,26,8,12,0
2020,8,27,4,18,0
2020,8,28,7,10,1
2020,8,29,3,9,0
2020,8,30,1,8,0
2020,8,31,7,8,2
2020,9,1,6,12,0
2020,9,2,8,12,1
2020,9,3,8,13,0
2020,9,4,7,12,2
2020,9,5,4,8,0
2020,9,6,4,5,0
2020,9,7,5,9,1
2020,9,8,9,9,0
2020,9,9,6,13,1
2020,9,10,9,11,2
2020,9,11,7,12,1
2020,9,12,1,10,1
2020,9,13,2,9,0
2020,9,14,1,12,3
2020,9,15,9,13,0
2020,9,16,8,14,0
2020,9,17,6,17,0
2020,9,18,4,17,1
2020,9,19,3,11,0
2020,9,20,5,6,0
2020,9,21,2,16,0
2020,9,22,8,11,2
2020,9,23,5,19,1
2020,9,24,11,9,2
2020,9,25,5,14,1
2020,9,26,3,6,1
2020,9,27,4,8,0
2020,9,28,5,13,0
2020,9,29,7,11,2
2020,9,30,9,12,1
2020,10,1,8,13,2
2020,10,2,6,12,0
2020,10,3,3,6,0
2020,10,4,4,3,0
2020,10,5,3,11,0
2020,10,6,10,10,0
2020,10,7,4,13,0
2020,10,8,4,14,0
2020,10,9,6,6,0
2020,10,10,3,8,0
2020,10,11,3,6,0
2020,10,12,3,10,0
2020,10,13,8,8,0
2020,10,14,3,14,1
2020,10,15,2,12,0
2020,10,16,2,3,1
2020,10,17,1,7,0
2020,10,18,4,4,0
2020,10,19,2,8,0
2020,10,20,6,6,2
2020,10,21,5,8,0
2020,10,22,5,8,0
2020,10,23,2,5,2
2020,10,24,1,5,1
2020,10,25,2,5,0
2020,10,26,3,7,1
2020,10,27,3,9,1
2020,10,28,1,13,0
2020,10,29,3,6,1
2020,10,30,3,3,0
2020,10,31,2,2,0
2020,11,1,2,4,0
2020,11,2,2,8,1
2020,11,3,4,1,1
2020,11,4,6,7,0
2020,11,5,1,6,0
2020,11,6,1,2,0
2020,11,7,0,2,0
2020,11,8,1,5,0
2020,11,9,4,5,2
2020,11,10,2,8,1
2020,11,11,1,9,0
2020,11,12,0,7,2
2020,11,13,1,2,0
2020,11,14,0,1,0
2020,11,15,1,1,0
2020,11,16,3,3,0
2020,11,17,4,3,1
2020,11,18,7,14,0
2020,11,19,5,16,1
2020,11,20,8,10,1
2020,11,21,6,6,0
2020,11,22,3,6,1
2020,11,23,2,15,0
2020,11,24,6,13,0
2020,11,25,7,11,0
2020,11,26,6,8,2
2020,11,27,5,8,0
2020,11,28,4,6,0
2020,11,29,3,5,0
2020,11,30,4,9,1
2020,12,1,9,8,0
2020,12,2,8,8,1
2020,12,3,2,16,0
2020,12,4,5,11,0
2020,12,5,4,6,0
2020,12,6,4,4,0
2020,12,7,2,10,1
2020,12,8,1,15,0
2020,12,9,9,10,0
2020,12,10,4,13,1
2020,12,11,6,11,1
2020,12,12,2,10,0
2020,12,13,1,6,0
2020,12,14,3,10,1
2020,12,15,5,12,1
2020,12,16,6,12,0
2020,12,17,7,9,1
2020,12,18,8,11,0
2020,12,19,5,4,1
2020,12,20,3,6,1
2020,12,21,7,9,0
2020,12,22,3,15,0
2020,12,23,4,11,1
2020,12,24,2,9,2
2020,12,25,1,7,0
2020,12,26,4,3,0
2020,12,27,2,4,0
2020,12,28,2,10,0
2020,12,29,5,9,0
2020,12,30,9,5,0
2020,12,31,5,7,1
2021,1,1,3,5,1
2021,1,2,4,4,0
2021,1,3,2,6,0
2021,1,4,7,9,1
2021,1,5,4,9,1
2021,1,6,8,9,2
2021,1,7,10,12,0
2021,1,8,6,12,1
2021,1,9,7,7,0
2021,1,10,4,5,1
2021,1,11,4,12,1
2021,1,12,6,15,0
2021,1,13,8,14,1
2021,1,14,11,11,0
2021,1,15,8,13,1
2021,1,16,5,7,1
2021,1,17,1,9,0
2021,1,18,5,11,0
2021,1,19,7,13,1
2021,1,20,3,20,0
2021,1,21,5,20,1
2021,1,22,5,15,0
2021,1,23,6,8,0
2021,1,24,3,6,0
2021,1,25,2,11,2
2021,1,26,3,14,0
2021,1,27,5,14,2
2021,1,28,9,11,0
2021,1,29,5,12,1
2021,1,30,3,9,0
2021,1,31,3,5,0
2021,2,1,6,7,2
2021,2,2,6,12,1
2021,2,3,11,9,1
2021,2,4,5,13,2
2021,2,5,5,14,0
2021,2,6,2,11,0
2021,2,7,2,6,1
2021,2,8,4,12,0
2021,2,9,4,17,0
2021,2,10,5,14,2
2021,2,11,10,10,0
2021,2,12,7,12,0
2021,2,13,6,7,0
2021,2,14,5,5,0
2021,2,15,5,9,0
2021,2,16,9,9,1
2021,2,17,7,12,3
2021,2,18,3,15,0
2021,2,19,4,11,1
2021,2,20,3,8,0
2021,2,21,0,9,0
2021,2,22,3,13,0
2021,2,23,5,12,1
2021,2,24,4,13,1
2021,2,25,6,11,1
2021,2,26,4,11,2
2021,2,27,5,6,1
2021,2,28,1,8,0
2021,3,1,3,11,1
2021,3,2,5,15,0
2021,3,3,7,12,0
2021,3,4,7,10,1
2021,3,5,5,12,0
2021,3,6,3,9,0
2021,3,7,3,6,0
2021,3,8,3,14,0
2021,3,9,4,13,1
2021,3,10,5,14,1
2021,3,11,8,14,0
2021,3,12,6,14,0
2021,3,13,1,10,0
2021,3,14,3,6,0
2021,3,15,6,10,0
2021,3,16,6,11,0
2021,3,17,6,17,0
2021,3,18,10,9,1
2021,3,19,7,14,0
2021,3,20,2,10,0
2021,3,21,1,8,0
2021,3,22,3,13,1
2021,3,23,8,12,0
2021,3,24,7,14,0
2021,3,25,4,14,1
2021,3,26,7,11,1
2021,3,27,1,9,1
2021,3,28,2,7,0
2021,3,29,6,12,1
2021,3,30,7,14,0
2021,3,31,4,15,1
2021,4,1,5,13,0
2021,4,2,6,10,1
2021,4,3,6,4,0
2021,4,4,5,1,1
2021,4,5,5,9,1
2021,4,6,5,12,0
2021,4,7,6,11,1
2021,4,8,6,11,1
2021,4,9,8,9,1
2021,4,10,2,6,0
2021,4,11,1,7,0
2021,4,12,3,12,0
2021,4,13,3,13,1
2021,4,14,7,12,1
2021,4,15,5,14,2
2021,4,16,6,14,0
2021,4,17,3,8,0
2021,4,18,0,9,0
2021,4,19,4,13,0
2021,4,20,7,13,1
2021,4,21,6,18,1
2021,4,22,7,13,1
2021,4,23,3,15,1
2021,4,24,2,9,0
2021,4,25,1,8,1
2021,4,26,5,13,0
2021,4,27,7,13,0
2021,4,28,3,17,0
2021,4,29,2,16,2
2021,4,30,3,12,1
2021,5,1,4,8,0
2021,5,2,0,8,0
2021,5,3,2,11,2
2021,5,4,4,13,1
2021,5,5,7,13,1
2021,5,6,5,13,1
2021,5,7,6,11,0
2021,5,8,5,4,1
2021,5,9,4,4,0
2021,5,10,3,10,1
2021,5,11,5,11,1
2021,5,12,7,9,1
2021,5,13,5,11,2
2021,5,14,5,10,1
2021,5,15,3,6,1
2021,5,16,4,4,0
2021,5,17,4,12,0
2021,5,18,5,9,2
2021,5,19,6,11,1
2021,5,20,1,17,0
2021,5,21,4,12,2
2021,5,22,4,6,0
2021,5,23,1,7,0
2021,5,24,3,11,0
2021,5,25,4,13,1
2021,5,26,9,11,0
2021,5,27,6,11,2
2021,5,28,6,10,0
2021,5,29,4,6,0
2021,5,30,2,6,0
2021,5,31,5,6,0
2021,6,1,6,9,1
2021,6,2,4,13,0
2021,6,3,6,12,0
2021,6,4,4,11,1
2021,6,5,3,5,0
2021,6,6,3,5,1
2021,6,7,5,9,1
2021,6,8,4,12,0
2021,6,9,5,13,1
2021,6,10,7,14,1
2021,6,11,5,11,0
2021,6,12,3,7,0
2021,6,13,2,7,0
2021,6,14,5,10,1
2021,6,15,3,15,1
2021,6,16,9,9,0
2021,6,17,7,10,1
2021,6,18,1,15,1
2021,6,19,2,8,0
2021,6,20,0,6,0
2021,6,21,2,10,1
2021,6,22,7,10,0
2021,6,23,8,11,2
2021,6,24,5,15,0
2021,6,25,3,12,2
2021,6,26,3,7,0
2021,6,27,3,3,1
2021,6,28,6,9,0
2021,6,29,5,9,1
2021,6,30,1,14,1
2021,7,1,5,12,0
2021,7,2,2,11,1
2021,7,3,4,6,0
2021,7,4,2,5,0
2021,7,5,4,6,0
2021,7,6,4,6,3
2021,7,7,6,9,1
2021,7,8,9,8,0
2021,7,9,3,12,0
2021,7,10,2,6,0
2021,7,11,2,6,0
2021,7,12,5,10,0
2021,7,13,5,8,1
2021,7,14,6,12,0
2021,7,15,5,12,0
2021,7,16,5,9,1
2021,7,17,4,4,0
2021,7,18,3,3,0
2021,7,19,4,9,0
2021,7,20,8,7,0
2021,7,21,3,9,3
2021,7,22,2,13,0
2021,7,23,1,13,0
2021,7,24,1,8,0
2021,7,25,4,2,0
2021,7,26,3,9,0
2021,7,27,4,13,0
2021,7,28,5,13,0
2021,7,29,6,11,2
2021,7,30,8,8,0
2021,7,31,4,4,0
2021,8,1,3,5,0
2021,8,2,4,6,0
2021,8,3,4,11,0
2021,8,4,5,9,1
2021,8,5,1,13,3
2021,8,6,6,8,0
2021,8,7,2,5,0
2021,8,8,1,5,0
2021,8,9,4,7,2
2021,8,10,2,12,0
2021,8,11,4,10,1
2021,8,12,3,11,2
2021,8,13,5,7,0
2021,8,14,1,6,0
2021,8,15,4,2,0
2021,8,16,5,6,0
2021,8,17,7,7,1
2021,8,18,6,7,0
2021,8,19,4,12,1
2021,8,20,4,12,1
2021,8,21,2,8,1
2021,8,22,3,7,0
2021,8,23,9,6,0
2021,8,24,4,14,0
2021,8,25,3,16,0
2021,8,26,9,8,1
2021,8,27,7,11,0
2021,8,28,4,5,0
2021,8,29,2,6,1
2021,8,30,5,9,1
2021,8,31,5,15,0
2021,9,1,11,9,0
2021,9,2,5,12,0
2021,9,3,3,12,0
2021,9,4,5,4,0
2021,9,5,5,4,0
2021,9,6,3,9,0
2021,9,7,5,10,0
2021,9,8,4,11,1
2021,9,9,5,13,0
2021,9,10,9,10,0
2021,9,11,3,9,0
2021,9,12,1,10,0
2021,9,13,4,11,0
2021,9,14,7,12,0
2021,9,15,8,14,0
2021,9,16,7,9,1
2021,9,17,6,11,0
2021,9,18,7,5,0
2021,9,19,1,8,0
2021,9,20,7,8,0
2021,9,21,5,11,1
2021,9,22,6,12,1
2021,9,23,0,18,0
2021,9,24,3,14,1
2021,9,25,2,8,1
2021,9,26,3,9,0
2021,9,27,8,8,2
2021,9,28,6,12,1
2021,9,29,6,11,1
2021,9,30,5,14,0
